Product,Price,Image
Clever Cutter,900,https://pictures-kenya.jijistatic.com/20248822_MzAwLTMwMC1jOTk4MjdiNmJkLTI.webp
Spongy Door Mat,900,https://pictures-kenya.jijistatic.com/8654669_img-20200510-wa0039_2_300x300.webp
Toothpaste Dispenser and Toothbrush Holder,900,https://pictures-kenya.jijistatic.com/21924687_MzAwLTUzMy02ZDkwNzkwMGRiLTI.webp
"Toothbrush Holder, and Toothpaste Dispenser",900,https://pictures-kenya.jijistatic.com/21774560_MzAwLTMwMC04MzgxNDY5ZDAwLTI.webp
3in1 Cotton Boxers,950,https://pictures-kenya.jijistatic.com/12492141_wk-collections-on-instagram-cotton-boxers_2_300x300.webp
Juakali Chapati Pan,999,https://pictures-kenya.jijistatic.com/8224084_img-20200420-210530_2_300x268.webp
Exercise Kit,999,https://pictures-kenya.jijistatic.com/30280721_MzAwLTMwMC1lMTJlNjU1MjAzLTI.webp
Nova Baby Shaver,999,https://pictures-kenya.jijistatic.com/30640184_MzAwLTMwMC0xY2RjNTRiNGIyLTI.webp
Baby Rattles,999,https://pictures-kenya.jijistatic.com/21347311_MzAwLTMwMC0yZDA0ZDQ3MzBmLTI.webp
Mosquito Killer Bulb,999,https://pictures-kenya.jijistatic.com/8660957_gridplus-1589119943398_2_300x300.webp
Cabbage Cutter,999,https://pictures-kenya.jijistatic.com/10956033_img-20200729-180800_2_300x327.webp
Glass Tea Cups,999,https://pictures-kenya.jijistatic.com/8493509_img-20200430-wa0117_2_300x300.webp
Sewing Kit,999,https://pictures-kenya.jijistatic.com/21378822_MzAwLTMwMC1mYWQ1NzJkMTI2LTI.webp
Geemy 6028 Hair Trimmer Electric,999,https://pictures-kenya.jijistatic.com/20061868_MzAwLTIxNy1hN2I1NTMzZmZiLTI.webp
Garlic Crusher,999,https://pictures-kenya.jijistatic.com/8510531_img-20200504-wa0110_2_300x300.webp
6pcs Tea Cups And Mugs,999,https://pictures-kenya.jijistatic.com/12009414_c658f5fec91a4a80ae4e3cc27b4163d7_2_300x400.webp
White Cups With Blue Flower,999,https://pictures-kenya.jijistatic.com/31973382_MzAwLTMwMC1kMWNlNGYyZDUwLTI.webp
6pcs Water Glasses,999,https://pictures-kenya.jijistatic.com/20363000_MzAwLTQwMC00MmM2NzVmNGEyLTI.webp
Jua Kali Chapati Pan,999,https://pictures-kenya.jijistatic.com/19973925_MzAwLTMwMC1kZTEyNzY1ZTc0LTI.webp
"6 Pieces White Coffee, Tea Cups",999,https://pictures-kenya.jijistatic.com/22583502_MzAwLTI4MS1jODdhYWVjYTYwLTI.webp
"Kitchen Essential, Vegetable Slicer",999,https://pictures-kenya.jijistatic.com/31697584_MzAwLTMwMC05ZDBkODVjYTZkLTI.webp
2.2litres Water Bottles,999,https://pictures-kenya.jijistatic.com/22737853_MzAwLTE3OS1mYjljYzA0YmJhLTI.webp
Set of Shakers,999,https://pictures-kenya.jijistatic.com/30560818_MzAwLTMwMC0zZmZmYzU1MmY2LTI.webp
3pcs Rice Plastic Containers,999,https://pictures-kenya.jijistatic.com/22841432_MzAwLTMwNC03MjM5NjRkYTJmLTI.webp
Juakali Chapati Pan,999,https://pictures-kenya.jijistatic.com/22580727_MzAwLTI5Ni1lZDRmMDBlYmJjLTI.webp
AB Roller Exercise Wheel,999,https://pictures-kenya.jijistatic.com/20089762_MzAwLTIwMC1lZWUxMDg5NjkyLTI.webp
Waterproof Macintosh,999,https://pictures-kenya.jijistatic.com/60631691_MzAwLTIwNy1hNjExNWRhN2Iy.webp
Adhesive Drawer Mat/Liner,999,https://pictures-kenya.jijistatic.com/19475417_MzAwLTUyMC04M2E4ZTVlZWIyLTI.webp
Tummy Trimmer Kit,999,https://pictures-kenya.jijistatic.com/12856566_photogrid-plus-1601246222404_2_300x300.webp
Pink Silicon Gloves,999,https://pictures-kenya.jijistatic.com/20191103_MzAwLTMwMC1kNTcyYjdhOTgyLTI.webp
Breast Milk Storage Containers,999,https://pictures-kenya.jijistatic.com/30561912_MzAwLTMwMC04YTM4NmEwYmUyLTI.webp
White Laundry Basket at 999,999,https://pictures-kenya.jijistatic.com/32321946_MzAwLTM3NS02ZWM5NDVhMTVhLTI.webp
6pcs Water Glasses,999,https://pictures-kenya.jijistatic.com/11198586_img-20200806-152329_2_300x224.webp
Plastic Laundry Basket With a Lid,999,https://pictures-kenya.jijistatic.com/30843531_MzAwLTMwMC1lNjRiMWZlNjUzLTI.webp
Laundry Basket,999,https://pictures-kenya.jijistatic.com/32200613_MzAwLTIyNS1iNmIxNmMxMTJiLTI.webp
Breast Milk Storage Bags,999,https://pictures-kenya.jijistatic.com/21346950_MzAwLTI5NC03MmZlOTljMzIxLTI.webp
Vegetables Slicer/Cabbage Cutter,999,https://pictures-kenya.jijistatic.com/20268052_MzAwLTMwMC02MDJjNTU0NDk2LTI.webp
Jua Kali Chapati Pan,999,https://pictures-kenya.jijistatic.com/10213571_fb-img-1593875588804_2_300x299.webp
Self Adhesive Mats,999,https://pictures-kenya.jijistatic.com/23002969_MzAwLTMwMC01OGU2NDI0MTBjLTI.webp
Cabbage Cutter Available for Delivery,999,https://pictures-kenya.jijistatic.com/31697606_MzAwLTMwMC00Yzg0NGZkYzBiLTI.webp
6 Pcs White Cups,999,https://pictures-kenya.jijistatic.com/21228865_MzAwLTMwMC0yMjg1YTIxNGQwLTI.webp
Nonstick Cooking Spoons,999,https://pictures-kenya.jijistatic.com/12609594_fb-img-1600448639321_2_300x300.webp
Chapati Pan,999,https://pictures-kenya.jijistatic.com/22580920_MzAwLTI4Mi1iZTQ3ZjQ4MWViLTI.webp
Plastic Decorative Fruits,999,https://pictures-kenya.jijistatic.com/16751718_img-20210128-wa0060_2_300x534.webp
Baby Soft Carpet Available for Delivery,999,https://pictures-kenya.jijistatic.com/30559973_MzAwLTQwMC1jNzQzNTk4ZjMwLTI.webp
Baby Shakers,999,https://pictures-kenya.jijistatic.com/19861999_MzAwLTIyNS1hMmQxMWY1ZTIyLTI.webp
Re-Usable Fridge Storage Bags,999,https://pictures-kenya.jijistatic.com/30324749_MzAwLTMwMC05MjlhMWMwODIxLTI.webp
Green Baby Bath Net,999,https://pictures-kenya.jijistatic.com/20906790_MzAwLTMwMC00YWMxMzRhNGQxLTI.webp
Baby Toys Available,999,https://pictures-kenya.jijistatic.com/20913974_MzAwLTMwMC1iOTEwYzljNjM1LTI.webp
Jua Kali Chapati Pan,999,https://pictures-kenya.jijistatic.com/20737189_MzAwLTIyNC00YmU5NGMzZTE2LTI.webp
Silicon Baby Feeder,"1,000",https://pictures-kenya.jijistatic.com/46350901_MzAwLTI1Ni05MTlhMGI1MWE5.webp
Baby Bonnet,"1,000",https://pictures-kenya.jijistatic.com/22666583_MzAwLTQwMC1jNmViYzFkMDY3LTI.webp
6pcs Water Glasses,"1,000",https://pictures-kenya.jijistatic.com/18635645_42c419ce0b264ac898b64c3b080bffd3_2_300x375.webp
54pcs Mini Jenga / Block Tower,"1,000",https://pictures-kenya.jijistatic.com/57931601_MzAwLTMwMC0wMjNlNzExYmY5.webp
Infant Food Storage Containers,"1,000",https://pictures-kenya.jijistatic.com/29871897_MzAwLTMwMC00YzE1ZmU5OTQ3LTI.webp
Abs Roller Wheel,"1,000",https://pictures-kenya.jijistatic.com/18624457_652a7a50c0224f81a99dce0a98dde454_2_300x225.webp
Slim Fit Fridge Jugs,"1,000",https://pictures-kenya.jijistatic.com/20978414_MzAwLTMwNS0yNjExMjFiNGFjLTI.webp
5pcs Receiving Set,"1,000",https://pictures-kenya.jijistatic.com/30557522_MzAwLTQwMC1kMTQ4MDNlOWIzLTI.webp
Bread Baking Tins,"1,000",https://pictures-kenya.jijistatic.com/8377544_gridplus-1588065642816_2_300x300.webp
Quality Tea/Coffee Mugs,"1,000",https://pictures-kenya.jijistatic.com/17194330_985099b8ddad4c4d9559b1b494df0786_2_300x273.webp
5in1 Grater,"1,000",https://pictures-kenya.jijistatic.com/8827129_img-20200516-wa0182_2_300x300.webp
8pcs Nozzles Cake Decorater With Icing Bag,"1,000",https://pictures-kenya.jijistatic.com/9015058_img-20200514-wa0141_2_300x258.webp
Baby Toy Wooden Stacking Ring Tower Educational Toys,"1,000",https://pictures-kenya.jijistatic.com/30436286_MzAwLTMwMC0yNzY1ODQ3YzhhLTI.webp
Rice Storage Container,"1,000",https://pictures-kenya.jijistatic.com/20256428_MzAwLTMwMC0wOTM4MmJlNWJiLTI.webp
6pcs Soup Spoons,"1,000",https://pictures-kenya.jijistatic.com/8294416_img-20200424-wa0015_2_300x200.webp
54pcs Jenga Blocks,"1,000",https://pictures-kenya.jijistatic.com/61781508_MzAwLTM1Ny02ZGFlZjQxZWVi.webp
Zip Lock Available,"1,000",https://pictures-kenya.jijistatic.com/27050851_MzAwLTMwMC0zMjhhZjhkMTRmLTI.webp
Cartoon Themed Kids Towel,"1,000",https://pictures-kenya.jijistatic.com/17604121_photogrid-plus-1614332119910_2_300x300.webp
Quality Chapatti Pan,"1,000",https://pictures-kenya.jijistatic.com/19527501_MzAwLTMwMS1kZGYzZWE0NjcxLTI.webp
10pcs Cake Icing Decorater,"1,000",https://pictures-kenya.jijistatic.com/8966619_nimac-home-and-decor-on-instagram-10pcs-cake-ic-1-jpg_2_300x375.webp
Breast Milk Storage Cups,"1,000",https://pictures-kenya.jijistatic.com/20887783_MzAwLTIyNS03NDZhNTFlM2M5LTI.webp
25cm Stainless Steel Sieves,"1,000",https://pictures-kenya.jijistatic.com/8954010_img-20200521-124447_2_300x224.webp
6pcs Whiskey Glasses,"1,000",https://pictures-kenya.jijistatic.com/21939924_MzAwLTQwMC0zYzQzZmUxNzExLTI.webp
Super Soft Baby Towels Available for Delivery,"1,000",https://pictures-kenya.jijistatic.com/29774853_MzAwLTMwMC04YWFjMGUzZGEzLTI.webp
Vegetable Cutter,"1,000",https://pictures-kenya.jijistatic.com/30156186_MzAwLTM1NS1lMzZmODQ0YWZlLTI.webp
AB Roller Available,"1,000",https://pictures-kenya.jijistatic.com/17817971_photogrid-plus-1614872210821_2_300x300.webp
Toothbrush Holder,"1,000",https://pictures-kenya.jijistatic.com/1691780_fb-img-1563469957628_2_300x300.webp
Shower Curtains,"1,000",https://pictures-kenya.jijistatic.com/8536973_img-20200505-wa0070_2_300x400.webp
6pcs Ceramic Bowls,"1,000",https://pictures-kenya.jijistatic.com/19350037_MzAwLTI5OS0xZDU1ZDM5OGY0LTI.webp
6pcs Water Glasses,"1,000",https://pictures-kenya.jijistatic.com/20780444_MzAwLTQwMC1jZDc1YjRiODEzLTI.webp
Portable Torch,"1,000",https://pictures-kenya.jijistatic.com/18900583_MzAwLTQwMC0wMWU5YTllZWRkLTI.webp
Kids Cartoon Towel,"1,000",https://pictures-kenya.jijistatic.com/26542789_MzAwLTQwMS04ZTQ0NWQ3NDFlLTI.webp
10kgs Cereals /Rice Holder,"1,200",https://pictures-kenya.jijistatic.com/18381179_img-20210322-wa0108_2_300x300.webp
Insulated Lunch Bag,"1,200",https://pictures-kenya.jijistatic.com/57262594_MzAwLTMwMC04ODNkOGMxMDU4.webp
6pcs Kitchen Towels,"1,200",https://pictures-kenya.jijistatic.com/8716530_img-20200512-wa0243_2_300x300.webp
Wine Glasses And Champagne Glasses,"1,200",https://pictures-kenya.jijistatic.com/8493574_img-20200503-wa0138_2_300x300.webp
Laundry Basket,"1,200",https://pictures-kenya.jijistatic.com/35217971_MzAwLTMwMC0xYzhmOTU4ZmNmLTI.webp
Table Mats,"1,200",https://pictures-kenya.jijistatic.com/22055826_MzAwLTM3Ny0yZDJhOTY1MTE3LTI.webp
White Laundry Basket,"1,200",https://pictures-kenya.jijistatic.com/48001232_MzAwLTMwMC1iZDhjMjZkY2E4.webp
Cookies Maker,"1,200",https://pictures-kenya.jijistatic.com/22791192_MzAwLTMwMC1iMDAzMzlmYTI4LTI.webp
Tdl Electric Kettle,"1,200",https://pictures-kenya.jijistatic.com/12105861_img-20200903-wa0028_2_300x208.webp
Nonstick Sauce Pans,"1,200",https://pictures-kenya.jijistatic.com/20349844_MzAwLTMwMC1jMTFjYTU1NGI3LTI.webp
10kgs Rice Buckets,"1,200",https://pictures-kenya.jijistatic.com/57201743_MzAwLTM3NS0yMDExMDZlMzAz.webp
Baby Cot Mosquito Net,"1,200",https://pictures-kenya.jijistatic.com/21539925_MzAwLTMwMC1lNjY4ZjY2ODQ0LTI.webp
Anti Vibration Pads,"1,200",https://pictures-kenya.jijistatic.com/34411790_MzAwLTMwMC0zMjRhZTM0NzBkLTI.webp
Tissue Holder,"1,200",https://pictures-kenya.jijistatic.com/7970153_photocollage-20200408-123357872_2_300x300.webp
Heavy Chapati Pan at 1200,"1,200",https://pictures-kenya.jijistatic.com/44926050_MzAwLTMwMC1jM2I5NDQyZDc3.webp
Luminarc Juice Jug,"1,200",https://pictures-kenya.jijistatic.com/21154878_MzAwLTIxMi1kYzkyZTExOWZlLTI.webp
Stemless Glasses,"1,200",https://pictures-kenya.jijistatic.com/21939487_MzAwLTMwMC01ZWVmNjA5MzAwLTI.webp
Tissue Holder And Phone Holder,"1,200",https://pictures-kenya.jijistatic.com/1691363_fb-img-1563468908079_2_300x299.webp
Nonstick Pans,"1,200",https://pictures-kenya.jijistatic.com/22583312_MzAwLTMxNy1lYjE1NmM3N2MwLTI.webp
6pcs Micro Fiber Hook Hand Towel,"1,200",https://pictures-kenya.jijistatic.com/36274632_MzAwLTMwMC1hMjA1ZmJhOTg3LTI.webp
Quality Laundry Basket,"1,200",https://pictures-kenya.jijistatic.com/48001058_MzAwLTY2Ny1mZDg0MDA0OTBh.webp
Laundry Basket,"1,200",https://pictures-kenya.jijistatic.com/48000751_MzAwLTY2Ny1kYmI4MzgyN2Vh.webp
Marble Self Adhesive Waterproof Foil/ Wallpaper: 60*50cm,"1,200",https://pictures-kenya.jijistatic.com/30450073_MzAwLTMwMC1lY2IzMzI4ZDQ0LTI.webp
6pcs White Tea Cups,"1,200",https://pictures-kenya.jijistatic.com/58130045_MzAwLTI2Ny05MDc0YjBhYmU3.webp
Baby Bath Net,"1,200",https://pictures-kenya.jijistatic.com/29870538_MzAwLTMwMC01OThmZTY0YzExLTI.webp
Shower Curtain at 1200,"1,200",https://pictures-kenya.jijistatic.com/43665165_MzAwLTMwMC04Nzk4Y2ExNDMxLTE.webp
Long Tea Spoons,"1,200",https://pictures-kenya.jijistatic.com/8294408_img-20200424-wa0014_2_300x200.webp
6pc Juice/Water/Whisky/ Cocktail Glass,"1,200",https://pictures-kenya.jijistatic.com/42705263_MzAwLTMwMC0yZTZlYzcxMWVmLTI.webp
6pcs Hand Towels,"1,300",https://pictures-kenya.jijistatic.com/19899698_MzAwLTI2OC03NzI4NWM2MzIzLTI.webp
Non Wooven 6pcs Table Mats,"1,300",https://pictures-kenya.jijistatic.com/8818421_img-20200516-wa0100_2_300x300.webp
Table Mats,"1,400",https://pictures-kenya.jijistatic.com/23119240_MzAwLTYxNy1mNWVmMjZmYTZiLTI.webp
Superior Quality Memory Foam Bath Mat,"1,450",https://pictures-kenya.jijistatic.com/19899887_MzAwLTI0Mi1jMWM1OTM1NDJmLTI.webp
Deep Frying Pan,"1,499",https://pictures-kenya.jijistatic.com/22581809_MzAwLTM5Ni04NjM4Y2Y0ZmFjLTI.webp
Kids School Bags,"1,499",https://pictures-kenya.jijistatic.com/20261525_MzAwLTMwMC04YWY5ZjZjNDc2LTI.webp
5in1 Diaper Bag,"1,499",https://pictures-kenya.jijistatic.com/21938348_MzAwLTMwMC05ZWFlODA5ODJiLTI.webp
Official Men Shirts,"1,500",https://pictures-kenya.jijistatic.com/8838084_1f2cb1515ca04ed8b0e26820e12d7961_2_300x300.webp
These 50pcs/Set Trash Bags,"1,500",https://pictures-kenya.jijistatic.com/31807800_MzAwLTMwMC1mMmQ2MTNlYWFhLTI.webp
Ladies Sweet Shaver,"1,500",https://pictures-kenya.jijistatic.com/40937856_MzAwLTMwMC1lNGE1YWU1ZWU1LTI.webp
33*33 Cm Face Towel,"1,500",https://pictures-kenya.jijistatic.com/17433221_img-20210220-wa0023_2_300x540.webp
Fleece Blankets,"1,500",https://pictures-kenya.jijistatic.com/22652813_MzAwLTU0OC1kYTA5NjBiODM0LTI.webp
Dart Game Available for Delivery,"1,500",https://pictures-kenya.jijistatic.com/27670869_MzAwLTMwMC1hMmIzOWRiYzJkLTI.webp
Brains Chess Game,"1,500",https://pictures-kenya.jijistatic.com/33075038_MzAwLTIyNS03MWIyZDc0MWZhLTI.webp
Bathing Towels,"1,500",https://pictures-kenya.jijistatic.com/22232893_MzAwLTMwMC1jM2FkMjYwZmNjLTI.webp
Sweet Home Decorative Rack,"1,500",https://pictures-kenya.jijistatic.com/34258210_MzAwLTMwMC1iMmUwMzFjMzUxLTI.webp
Pure White Throw Pillows,"1,500",https://pictures-kenya.jijistatic.com/17599291_img-20210226-wa0346_2_300x225.webp
Family Board Game,"1,500",https://pictures-kenya.jijistatic.com/31877914_MzAwLTIwMC0wNDYxM2IzMjlmLTI.webp
Bamboo Cooking Spoons,"1,500",https://pictures-kenya.jijistatic.com/21023679_MzAwLTMwMC03YTgyNzdhMGI4LTI.webp
Kids School Bags,"1,500",https://pictures-kenya.jijistatic.com/20168349_MzAwLTQwMC04ZWRjM2JiNzQ4LTI.webp
Fridge Storage Containers,"1,500",https://pictures-kenya.jijistatic.com/32970808_MzAwLTMwMC01MWRjNjM1YjAyLTI.webp
Upper Cut Converse Rubbers,"1,500",https://pictures-kenya.jijistatic.com/49111749_MzAwLTI5NC04OGM4MzExZTZh.webp
African Dolls,"1,500",https://pictures-kenya.jijistatic.com/26250690_MzAwLTMwMC0xNTA1YTMyMWZlLTI.webp
5pcs Fridge Containers at 1500,"1,500",https://pictures-kenya.jijistatic.com/31138032_MzAwLTMwMC1lYzUxN2ExNTMyLTI.webp
Waterproof Pillow Protector,"1,500",https://pictures-kenya.jijistatic.com/16567118_photogrid-plus-1611328970530_2_300x300.webp
